Date,AQI,HCHO,NO2,CO,SO2,AOD,Temperature,DewPoint,Pressure,Wind_U,Wind_V
2023-01-01,252.0,0.0002640992752275244,8.906412404026795e-05,0.038223060062916925,0.000563880719709903,0.776,286.09280014038086,281.5462055206299,99590.96012369792,-0.03710301717122396,-0.3254559834798177
2023-01-02,401.0,,,0.05547579750416317,,,286.033997853597,281.1043275197347,99691.9140625,-0.6055107116699219,-0.2911853790283203
2023-01-03,413.0,,0.0002362713566980257,0.043899681795597265,,,284.5116551717122,280.5093587239583,99774.6328125,1.1371441682179768,-1.445334752400716
2023-01-04,372.0,0.00014032194629085132,0.00012752227547239736,0.04014601558445186,-5.163159982072754e-05,1.461,283.6756947835286,280.1238015492757,99793.05647786458,1.1773347457249959,-1.5932094653447468
2023-01-05,355.0,0.0004393747076390316,0.00010970656876447628,,-0.000751558749470542,,282.18938700358075,279.55131340026855,99893.02099609375,0.9761244058609009,-1.0098463296890259
2023-01-06,412.0,4.680477328929079e-05,0.0002497443390764188,0.043557889759522135,0.000289029551762537,0.725,280.5312042236328,278.3944314320882,99922.16324869792,0.49708449840545654,-0.9197291533152262
2023-01-07,385.0,0.0005486253648994033,0.00018436236132394178,0.03787781670687981,0.0004501022340262268,0.5,282.1454105377197,279.08078638712567,99666.03011067708,1.72460142771403,-1.0448206663131714
2023-01-09,491.0,,,,,0.59,285.03818639119464,281.1910915374756,99556.71272786458,0.6371569236119589,-0.8898109197616577
2023-01-10,420.0,0.00012349328608246885,0.00012059601431241747,0.038820169866068635,,0.406,285.54781341552734,281.3289025624593,99373.24072265625,1.7730696201324463,-1.4781176646550496
2023-01-11,337.0,0.0006048453506079739,0.00047394263674485013,,,0.768,286.4516716003418,282.96842130025226,98955.82014973958,-1.50514554977417,-0.07856241861979167
2023-01-12,372.0,0.0002792969266562604,0.00018446395866655616,0.04685307433189128,0.0003896972944411577,1.4815,288.3451449076335,284.4500420888265,98750.18831380208,-2.677644729614258,1.3950550556182861
2023-01-13,375.0,,,0.05048606917259942,,,287.73183759053546,285.53062438964844,98985.51611328125,-0.346293846766154,-0.40671368439992267
2023-01-14,355.0,0.00021574687707461606,0.00012196783427493145,0.04036364210412213,,0.718,284.7976989746094,278.95082410176593,99236.79557291667,2.6615611712137857,-1.7675355672836304
2023-01-15,217.0,-0.0001193280477309095,9.185115777650689e-05,0.0324382074177128,-8.927135786503503e-05,0.2225,283.0915991465251,274.7150770823161,99102.24479166667,2.5417118072509766,-1.3947560787200928
2023-01-16,274.0,0.0003749961906576806,0.00012975651770824668,0.03888820111749912,0.0014064183924341214,0.766,282.7174154917399,274.98183250427246,99250.02685546875,1.8282949527104695,-1.5122132698694866
2023-01-17,298.0,0.00011281434854022113,0.00010322545858794183,0.031045085268416338,-0.0004069096175952025,0.2575,282.7692216237386,274.7839234670003,99323.44742838542,1.7010587851206462,-1.6871720155080159
2023-01-18,306.0,0.0005219652084631501,0.00020136089005964674,0.04315351517173236,,0.5645,283.37317784627277,276.1310869852702,99476.513671875,1.1421149174372356,-1.5028566519419353
2023-01-19,354.0,0.0003559462182475226,0.0004154868380692109,0.049313772469738136,0.00029330764664324636,0.5,286.64152844746906,280.2179183959961,99412.48128255208,0.22873767217000326,-1.5814841588338215
2023-01-20,244.0,0.0002489693288224628,0.000212336366530418,,-0.00028827751521008936,,287.1296812693278,281.57751019795734,99277.35595703125,-0.12306276957194011,-2.3363184134165444
2023-01-21,324.0,0.00048732111463302625,0.00032643598387935367,,-0.0006902210297991397,1.884,287.197717666626,282.19610595703125,99200.94026692708,-0.013912200927734375,-1.3192488352457683
2023-01-22,447.0,8.093043787179272e-05,0.0004234794920775875,,-0.0005884721309291185,,288.06616910298663,282.5858561197917,99163.25927734375,-1.1987317403157551,-1.4552274942398071
2023-01-23,363.0,0.0002887147513236758,0.00026335891703831724,0.04269923019247254,-0.00018113819843451363,0.913,289.61776542663574,282.5328006744385,99040.02848307292,-0.8396371205647787,-0.6013123194376627
2023-01-24,254.0,,,0.03922966123927278,,,289.6663138071696,286.7135073343913,98969.61669921875,-2.4796854654947915,1.4545358022054036
2023-01-25,160.0,,,0.043248639469618405,,,289.51219749450684,286.2476495107015,99178.55338541667,0.3599433898925781,-1.0583160320917766
2023-01-26,329.0,,,0.0387057924028506,,,286.89185460408527,282.73670323689777,99394.81168619792,2.3000971476236978,-2.085198402404785
2023-01-27,285.0,0.00040906455411037054,9.08939441415875e-05,0.0362789251625374,0.00013683653176264175,0.363,285.89279047648114,278.92275365193683,99330.09765625,2.773909250895182,-1.8001047770182292
2023-01-28,270.0,7.879384793337827e-05,0.00013931194553145837,0.03425111621616823,0.0003652095037976598,0.3765,286.5878219604492,279.85746002197266,98996.9912109375,1.1615645090738933,-0.8313449223836263
2023-01-29,359.0,,,,,,286.77394104003906,284.0078837076823,99058.34944661458,-1.8197339375813801,0.3758017222086589
2023-01-30,222.0,,,,,,286.8168150583903,283.9918619791667,99384.17757161458,-1.3868781725565593,-0.12428855895996094
2023-01-31,209.0,,,0.03199881221994386,,,287.7407817840576,283.36975288391113,99396.42643229167,3.006429354349772,-2.3597244024276733
2023-02-01,201.0,-0.00012484504259186173,5.2912342653121776e-05,0.03268189728258658,-0.000877391779794918,0.3435,287.4845422108968,281.752477645874,99271.30891927083,3.218947728474935,-1.786725362141927
2023-02-02,204.0,0.00036347291961031785,8.100271389584678e-05,,-0.00045912882713922685,0.177,288.3432108561198,281.04081471761066,99195.0107421875,2.9597600301106772,-1.638464371363322
2023-02-03,206.0,0.0001929810733067808,0.00014144615153311783,,0.0011060629325131159,0.3225,288.7041180928548,281.74774106343585,99156.50862630208,2.4527931213378906,-1.1693333387374878
2023-02-04,258.0,0.00011054260723908196,0.00010847060932360356,0.038213830441220335,-0.00048452874211722544,0.371,289.522668838501,281.8472162882487,98923.6171875,2.8916200002034507,-1.4158515930175781
2023-02-05,266.0,0.00011465623538237804,0.00010255989036518469,0.03720853477714872,-0.000353835785062834,0.2595,289.46307436625165,282.6702423095703,98821.10807291667,0.854051947593689,-0.6209116776784261
2023-02-06,278.0,0.00021812185405825158,0.00013753424962510626,,0.0010563519914047741,0.519,291.19153277079266,285.52050081888837,98695.03304036458,-0.8902662595113119,0.3779500325520833
2023-02-07,280.0,0.000541590852662692,9.474753460377174e-05,0.03825441836552079,-1.8039738279177628e-05,0.4605,290.06435203552246,283.7872905731201,98772.53857421875,2.350809653600057,-1.8608818054199219
2023-02-08,152.0,0.00013048230903217638,9.152739221459109e-05,,-0.00021807383745899516,0.3105,288.86032994588214,280.59208488464355,98938.66943359375,2.0169256130854287,-1.6169567108154297
2023-02-09,258.0,0.0001807068377045899,0.0001671926328509113,,0.001203806758156367,0.4635,291.72656122843426,282.4558900197347,98742.72281901042,-0.7276018063227335,1.7991491953531902
2023-02-10,169.0,0.00025884908973228417,0.00020802789367726588,,-0.0008243544725697727,0.34,292.46740595499676,285.96729469299316,98670.87076822917,-1.7855688730875652,1.0835800170898438
2023-02-11,269.0,1.6067091564757475e-05,6.777866656190643e-05,0.038873633620649946,-7.290284702318431e-05,0.8585,291.80442873636883,282.0655040740967,99014.73111979167,1.7376524607340496,-2.090399424235026
2023-02-12,178.0,0.0005314995651131111,5.363296077118781e-05,,-0.0009696347988206518,0.29,289.1183547973633,275.6270287831624,99330.15836588542,2.782626469930013,-2.387507677078247
2023-02-13,138.0,-5.237585355641899e-05,8.537346730005111e-05,,-0.00017237749125335528,0.192,289.38320604960126,270.46696281433105,99132.8525390625,4.445387522379558,-2.4031097491582236
2023-02-14,138.0,6.899083098186676e-05,9.714544500368007e-05,0.04086202723339451,0.00013764012195178503,0.3035,290.72811190287274,276.8816744486491,99056.85595703125,2.8172905445098877,-1.974956472714742
2023-02-15,204.0,0.00029742795231855936,8.282023554780744e-05,0.038861076946958985,3.835343159151504e-05,0.4675,292.3772150675456,280.10606066385907,98843.38916015625,2.9861907958984375,-2.183430830637614
2023-02-16,286.0,0.00020584453886831786,0.00014559589908452134,,0.0021935680415472053,0.793,291.93482398986816,285.69336128234863,99071.283203125,-0.29942957560221356,-0.9211262861887614
2023-02-19,333.0,0.0005322904819168973,0.0001987499882000486,,-0.0006179001224427309,0.7625,294.2771968841553,286.9373429616292,98901.91552734375,-1.2989851633707683,0.1466598908106486
2023-02-20,301.0,0.00027796884835305617,9.567794724891407e-05,,0.0008637252141997228,,296.357484181722,285.47192509969074,98605.23388671875,-1.2530663808186848,1.4902115265528362
2023-02-21,218.0,0.00030508509772122887,0.00010452827613363785,0.041623536497336903,0.0018409047725006173,0.556,295.41932741800946,285.75885645548504,98673.73160807292,0.5631281534830729,-1.2933775186538696
2023-02-22,311.0,0.0002162380988010222,0.00010426952940174625,0.03979546576736675,0.0010392441181461588,,294.2762591044108,284.8316586812337,98833.47086588542,0.7246691385904948,-1.984398086865743
2023-02-23,270.0,4.957335841024992e-05,5.5829877965128655e-05,,0.0008361705113198798,0.261,293.47850672403973,280.6622797648112,98865.49593098958,2.413001378377279,-1.7660468419392903
2023-02-24,179.0,0.00013417061872670051,8.362828334228608e-05,0.035736224769445046,-9.363181377953757e-05,0.236,293.27898661295575,281.57196553548175,99064.2900390625,1.607339859008789,-1.2796754439671834
2023-02-25,249.0,0.0002468252290252465,0.00011696969183471901,,0.0007043758701917826,0.5665,294.30759874979657,284.4556662241618,99222.44694010417,-0.0782553752263387,-0.5595826307932535
2023-02-26,319.0,0.0001884513330877893,0.00011040955723724316,,0.00018653116421766142,0.7175,295.711477915446,284.8650582631429,99346.83675130208,-0.4309055010477702,-0.7400655746459961
2023-02-27,269.0,0.0002276463928864306,8.92278767423327e-05,0.04211902618406422,0.00033012282801778066,0.5885,295.4880625406901,285.02515347798663,99284.68245442708,0.1950531005859375,-1.6184292236963909
2023-02-28,257.0,9.789143950907098e-05,0.00016423486522391945,0.047158990055302705,0.00012712633179029663,0.551,295.319855372111,284.41226959228516,99314.9228515625,-0.9722582499186198,-1.1816989580790203
2023-03-01,189.0,7.733622873340169e-05,0.00017259442172453592,0.04244267940519445,0.00020280028124344305,,295.4957586924235,285.1717065175374,99425.30777994792,0.021779815355936687,-1.457861304283142
2023-03-02,291.0,0.00017207219207186425,0.00010543717507966992,0.03935709124455061,-0.0009734237100924905,0.58,296.03211339314777,285.64321517944336,99423.951171875,0.6659707228342692,-2.00353733698527
2023-03-03,169.0,0.00021099379976904562,6.538054224517738e-05,,0.0004251364261983621,0.4005,296.4391498565674,285.5874601999919,99457.14908854167,1.6105333964029949,-2.2137146393458047
2023-03-04,143.0,,,0.034308265894636904,,,295.49688784281415,285.9569861094157,99472.95328776042,1.4648030598958333,-2.1288795471191406
2023-03-05,140.0,0.00019296270550502693,4.49091011072798e-05,,-0.0002784838502307742,0.3245,295.59639739990234,284.9159285227458,99351.51708984375,1.8008734385172527,-2.081682562828064
2023-03-06,148.0,0.00033582004834883613,6.385795131788682e-05,,-0.00014848091814195045,0.399,295.1226164499919,283.9915580749512,99143.19661458333,1.7176399230957031,-1.3785720268885295
2023-03-07,144.0,0.00043632243558597696,6.181384167951691e-05,,-0.00013758140321349472,0.372,295.4882564544678,283.9084250132243,99151.69091796875,0.42190806070963544,-0.5724605321884155
2023-03-09,95.0,0.00012099150626449386,8.81186060723476e-05,,,1.058,294.97791798909503,285.3224754333496,99235.7373046875,0.8762944539388021,-0.7919190724690756
2023-03-11,205.0,0.0003863448218906527,7.802529580655002e-05,0.03928612172601946,0.00045051021152156913,0.4285,297.0950126647949,285.83699226379395,99090.47005208333,0.34912745157877606,-0.6609135468800863
2023-03-12,254.0,0.0001733960089040187,0.00011247896327399548,0.03904051200231552,2.4241751816579133e-05,0.45,298.34799003601074,286.62854385375977,99021.37776692708,-0.3553613026936849,-0.9016455411911011
2023-03-13,224.0,0.0003426419555821801,0.00011658760378293709,,0.0013802438519694095,0.483,297.5080273946126,287.5181592305501,98874.3994140625,0.6301701863606771,-0.8916999896367391
2023-03-14,210.0,0.00016140536172308653,6.563499482578616e-05,0.034770887345060904,0.0008281465270553008,0.426,298.01306597391766,285.63872718811035,98571.2041015625,1.2630709409713745,-1.3169111013412476
2023-03-15,230.0,0.00026585595333006166,0.00010235610534432672,0.040278098395273854,0.0003021809388882134,0.551,298.05210940043133,285.0166835784912,98513.56005859375,-0.9510987599690756,-0.6344473361968994
2023-03-16,241.0,0.00014651214587495985,0.00015088031068437871,0.045390412272485574,,,297.8185952504476,284.98203976949054,98651.7490234375,-1.256663203239441,1.314223090807597
2023-03-17,187.0,,,,,,296.1682376861572,287.5343310038249,98757.72314453125,-1.0853954950968425,0.6641648610432943
2023-03-18,178.0,,,,,,294.1481005350749,289.68390401204425,98649.376953125,-1.5775192975997925,0.5192492802937826
2023-03-19,154.0,,,,,,293.83789189656574,290.3773759206136,98450.42936197917,-0.42472585042317706,-0.3603291114171346
2023-03-20,117.0,,,0.04066025641407683,,,291.8296413421631,289.85300890604657,98396.40120442708,-1.189700444539388,-0.04694263140360514
2023-03-21,61.0,,,0.035736382007583764,,,291.72685114542645,287.9122594197591,98559.85172526042,-1.157033920288086,-0.9403076171875
2023-03-22,169.0,0.0004059922939630371,0.00020010693697250368,,0.0002796024200505326,0.881,293.583288192749,287.967243830363,98601.73893229167,0.6649837493896484,-0.5684303442637125
2023-03-23,134.0,0.00020075529318268952,7.483295830496128e-05,,-1.0007698275253067e-05,0.4585,295.664986928304,286.93951479593915,98479.78889973958,0.45264919598897296,-1.3569715817769368
2023-03-25,66.0,,,0.03853395447852602,,,294.77161534627277,289.41037050882977,98759.7646484375,-1.525491714477539,-0.16165093580881754
2023-03-26,207.0,9.121892799153792e-05,7.649379404025643e-05,,0.00022099478519512308,0.8195,294.93653106689453,286.13017145792645,98690.52962239583,1.1318639119466145,-1.915154258410136
2023-03-27,171.0,0.0001445771194993838,6.381690036502762e-05,0.03661191463468911,0.0004738049465229594,0.534,294.4156691233317,286.1733703613281,98641.84358723958,1.79345703125,-1.7227492729822795
2023-03-28,160.0,1.4405260149990592e-05,5.759059098757656e-05,0.03608171269296074,1.5395421506344396e-05,0.3325,295.7157618204753,286.69932238260907,98620.73063151042,0.7298018137613932,-1.2577356497446697
2023-03-29,175.0,0.0006055932026353898,,,,,297.0556500752767,287.4655335744222,98630.55696614583,-1.0133546193440754,-0.3569060166676839
2023-03-30,158.0,0.0001720912172121191,0.00010126191332385562,0.042611632496100525,,0.643,296.5678596496582,288.49037806193036,98446.73876953125,0.13553746541341147,0.457894245783488
2023-03-31,57.0,,,,,,293.59442075093585,290.02102025349933,98484.99658203125,-1.267242431640625,0.7157952785491943
2023-04-01,89.0,0.0002244106602442306,7.258903648099728e-05,0.03470896723404315,,0.591,294.3396994272868,289.7171923319499,98527.67643229167,-0.18577003479003906,0.01768314838409424
2023-04-02,108.0,0.0002827317585228371,,0.034529756754622165,0.0007868052933624536,0.569,295.5349985758464,288.7863299051921,98405.2509765625,0.8739522298177084,-1.1184454361597698
2023-04-03,210.0,0.0004776031271016837,0.00025686558927767326,,-0.000350872921541515,0.7075,296.8716112772624,288.54599444071454,98311.4775390625,-0.3733514149983724,-0.7838295300801595
2023-04-04,128.0,0.00011204292241013528,6.848277189416709e-05,,-0.00021334142002151638,0.4105,296.2176151275635,287.68017260233563,98559.80322265625,1.0865491231282551,-2.014915704727173
2023-04-05,167.0,5.188452632862743e-05,7.633428322148075e-05,0.03669684752820371,0.0005060250987296646,0.4205,296.4802138010661,284.65252049763996,98622.90315755208,1.0111382802327473,-2.189696788787842
2023-04-06,185.0,8.238565914761951e-05,5.981562792601458e-05,0.03297793492673433,-0.0004481775253780912,0.2355,297.1288979848226,284.09678332010907,98831.86962890625,1.2836564381917317,-2.4733988444010415
2023-04-07,165.0,0.00018094560073215313,6.473928806369249e-05,0.029605003756223023,-3.967155134885757e-05,0.238,296.8476810455322,281.88312975565594,98996.51416015625,1.9958624839782715,-2.303635597229004
2023-04-08,204.0,-3.0538342343775914e-06,8.057967352211794e-05,0.0363641753792609,0.0002481221745255285,0.329,297.3557243347168,281.8484312693278,99038.16129557292,1.3328901926676433,-1.8989502986272175
2023-04-09,265.0,0.0001511613293691314,9.071260773278414e-05,,0.001685113849640459,0.3195,298.2244186401367,281.6660525004069,98950.06640625,1.064475377400716,-1.5642542839050293
2023-04-10,263.0,0.00019810688132896156,6.659285949739985e-05,0.03812782259816714,0.0004686195139170067,0.593,298.9228706359863,281.1818078358968,98809.5302734375,1.9385318756103516,-1.7332148551940918
2023-04-11,315.0,0.00024907745126332624,6.521376010524893e-05,0.03968766270357917,0.0007827936095146404,0.3465,300.7069155375163,280.7980766296387,98764.01936848958,2.129031499226888,-2.4775314331054688
2023-04-12,259.0,,,,,,301.86559104919434,282.28201421101886,98666.33414713542,2.027350743611654,-1.952521800994873
2023-04-13,262.0,0.00020510946406611413,9.766360008630503e-05,0.03791372753153122,-0.00013873829207113275,0.422,301.9919611612956,281.5578556060791,98501.7470703125,1.5254287719726562,-2.0698192914326987
2023-04-14,293.0,0.00021253597515160543,9.127727389564603e-05,,0.0007194689824242828,0.453,303.2622667948405,280.252726872762,98436.91569010417,1.188072403271993,-1.4356224139531453
2023-04-15,336.0,0.00024401106929861866,0.0001291924272663345,,0.0001514382020104036,0.538,303.79228655497235,279.7398929595947,98377.36295572917,0.23417282104492188,-0.686536947886149
2023-04-16,258.0,2.9740474928972773e-05,5.608454739556139e-05,0.0368908248354319,0.000669808418024048,0.4285,304.2571957906087,282.04177792867023,98260.08447265625,1.455844243367513,-0.08959535757700603
2023-04-17,246.0,0.00047023891238475823,0.00010046501847678272,0.03680409118531578,6.945691711732044e-05,0.4515,304.33468437194824,282.08691151936847,98289.6337890625,1.0718091328938801,-0.44180862108866376
2023-04-18,296.0,0.00027866535869158207,6.281856240499022e-05,0.03272917741235327,-0.0003431963490968518,0.303,304.81627400716144,282.73741149902344,98363.4267578125,1.6806710561116536,-0.3068765004475911
2023-04-19,282.0,0.00032920047108912277,0.00012563758111950967,,0.000379726211785592,,302.7299378712972,285.379846572876,98069.58577473958,1.3300927480061848,-1.0948572953542073
2023-04-20,176.0,0.00021370946714231525,6.149655382611982e-05,,-0.0003672811435533997,0.379,302.0041987101237,286.06316057840985,97874.03743489583,0.9770329793294271,-1.010406533877055
2023-04-21,137.0,0.0003381370303470723,9.059698285911926e-05,0.0335619570845964,-7.513348885521289e-05,0.708,301.44050788879395,280.8042348225911,98005.47916666667,-0.1808649698893229,-0.850887139638265
2023-04-22,160.0,0.00039320919313451413,0.00010902454232559585,0.03926965140318116,-0.0004947507404720181,0.4705,301.3921527862549,276.7655881245931,98109.607421875,0.06804339090983073,-2.3240233262379966
2023-04-23,110.0,,,,,,300.2426452636719,279.0168565114339,98312.68229166667,-0.1386133829752604,-0.13111714522043863
2023-04-24,159.0,0.00037119530155101517,0.0006082440309785955,,0.00025514754879085814,1.115,299.1503486633301,281.9003740946452,98705.82861328125,-2.118574778238932,1.528233249982198
2023-04-25,132.0,0.0002395202118349413,0.00010615837163636629,0.04845380175694353,-0.0003466031048445428,0.6105,300.0193684895833,283.2896620432536,98691.73681640625,-1.7466589609781902,0.6485844453175863
